Agent Name,Rating,Review Text,Delivery Time (min),Location,Order Type,Customer Feedback Type,Price Range,Discount Applied,Product Availability,Customer Service Rating,Order Accuracy
Zepto,2.7,"Delivery was late, and the app didn’t update.",49,Kolkata,Electronics,Negative,High,No,Out of Stock,4,Correct
Blinkit,3.9,Package was left in an unsafe location.,32,Mumbai,Pharmacy,Negative,Low,No,Out of Stock,3,Incorrect
JioMart,3.5,"Delivery was fast, service was outstanding.",26,Hyderabad,Food,Positive,High,No,Out of Stock,5,Correct
Swiggy Instamart,3.9,"Order was correct, app didn’t update properly.",35,Hyderabad,Food,Neutral,Low,No,Out of Stock,3,Incorrect
Swiggy Instamart,3.3,"Delivery was okay, but updates were slow.",25,Mumbai,Essentials,Neutral,Medium,Yes,Out of Stock,4,Correct
Zepto,3.8,"Received wrong products, very poor service.",50,Mumbai,Grocery,Negative,Low,No,In Stock,4,Incorrect
Zepto,4.1,"Fast delivery, driver was courteous.",24,Bangalore,Pharmacy,Positive,Low,Yes,In Stock,3,Correct
Blinkit,3.4,"Service was acceptable, could be smoother.",28,Pune,Essentials,Neutral,Medium,No,Out of Stock,4,Incorrect
Swiggy Instamart,4.0,"Amazing delivery experience, no issues!",25,Hyderabad,Grocery,Positive,Medium,Yes,In Stock,3,Incorrect
Zepto,3.0,"Order was fine, delivery was slightly late.",35,Delhi,Electronics,Neutral,Low,Yes,Out of Stock,3,Correct
Swiggy Instamart,3.5,"Professional driver, seamless delivery process.",40,Mumbai,Pharmacy,Positive,Low,Yes,In Stock,4,Incorrect
JioMart,1.5,"Customer service was unresponsive, bad experience.",40,Ahmedabad,Electronics,Negative,Low,Yes,Out of Stock,4,Incorrect
Blinkit,1.7,"Items were incorrect, no resolution offered.",52,Mumbai,Food,Negative,Low,Yes,Out of Stock,4,Correct
Swiggy Instamart,3.6,"Delivery was fine, but app could be better.",28,Lucknow,Electronics,Neutral,High,Yes,In Stock,3,Incorrect
Swiggy Instamart,3.5,"Items were delivered, minor delay occurred.",28,Kolkata,Grocery,Neutral,High,No,Out of Stock,4,Incorrect
Blinkit,2.8,"Delivery was hours late, no tracking updates.",33,Pune,Pharmacy,Negative,High,Yes,In Stock,2,Incorrect
Swiggy Instamart,1.7,"Package was damaged, terrible experience.",55,Mumbai,Electronics,Negative,Low,Yes,In Stock,1,Incorrect
Zepto,5.0,"Great experience, will order again!",25,Bangalore,Food,Positive,High,No,Out of Stock,4,Correct
Swiggy Instamart,3.0,"products were delivered, tracking was okay.",36,Chennai,Essentials,Neutral,High,No,In Stock,3,Incorrect
Zepto,2.2,rider was rude and ignored delivery instructions.,56,Kolkata,Food,Negative,Low,Yes,In Stock,2,Correct
Zepto,4.8,"Delivery was lightning fast, great job!",28,Chennai,Essentials,Positive,Low,No,Out of Stock,5,Incorrect
Swiggy Instamart,4.3,"Delivery was on time, items were correct.",25,Ahmedabad,Grocery,Positive,Low,Yes,Out of Stock,5,Correct
Zepto,4.5,"Fantastic delivery, food was fresh.",33,Delhi,Electronics,Positive,Medium,No,In Stock,4,Incorrect
JioMart,1.3,"Food spilled in the bag, completely unacceptable.",30,Delhi,Essentials,Negative,Low,No,Out of Stock,4,Incorrect
JioMart,3.0,"delivery was decent, nothing stood out.",31,Delhi,Food,Neutral,Medium,Yes,Out of Stock,4,Correct
Swiggy Instamart,3.3,"Got my order, packaging could be better.",29,Mumbai,Grocery,Neutral,Low,No,In Stock,4,Correct
Swiggy Instamart,3.9,"Service was decent, nothing stood out.",28,Bangalore,Essentials,Neutral,Medium,Yes,In Stock,3,Correct
JioMart,4.5,"Delivery was smooth, food was fresh.",33,Mumbai,Pharmacy,Positive,Medium,Yes,In Stock,5,Correct
Swiggy Instamart,2.3,Food arrived late and was not fresh.,41,Pune,Food,Negative,Low,No,Out of Stock,2,Incorrect
JioMart,3.6,"Service was decent, expected faster delivery.",36,Bangalore,Grocery,Neutral,Low,Yes,Out of Stock,4,Incorrect
Swiggy Instamart,3.4,Food was cold and poorly packaged.,32,Mumbai,Essentials,Negative,Low,Yes,In Stock,1,Correct
Zepto,3.0,"Delivery was okay, tracking wasn’t great.",22,Ahmedabad,Grocery,Neutral,Low,No,In Stock,4,Incorrect
Blinkit,3.7,"Items were delivered, tracking was okay.",32,Delhi,Pharmacy,Neutral,Low,Yes,In Stock,3,Correct
Blinkit,1.3,"rider didn’t contact me, left order outside.",53,Delhi,Pharmacy,Negative,Low,Yes,Out of Stock,3,Incorrect
Zepto,3.3,"Perfect experience, highly recommend!",23,Mumbai,Grocery,Positive,Low,Yes,In Stock,3,Incorrect
Zepto,2.7,Food arrived tardy and was not fresh.,50,Pune,Electronics,Negative,Low,No,In Stock,3,Incorrect
Blinkit,3.5,"Delivery was okay, tracking wasn’t great.",38,Jaipur,Grocery,Neutral,High,Yes,Out of Stock,4,Incorrect
Blinkit,3.5,"Driver didn’t contact me, left order outside.",47,Hyderabad,Pharmacy,Negative,High,Yes,In Stock,1,Incorrect
Blinkit,4.8,"Order was correct, delivery person was professional.",32,Delhi,Essentials,Positive,Medium,No,Out of Stock,4,Correct
Zepto,3.5,"Service was standard, no issues but no wow factor.",32,Kolkata,Essentials,Neutral,Low,No,In Stock,4,Incorrect
JioMart,4.7,"Delivery was super fast, food was hot.",32,Kolkata,Grocery,Positive,High,No,Out of Stock,4,Incorrect
Zepto,4.7,"Order was flawless, will use again!",33,Bangalore,Pharmacy,Positive,High,Yes,Out of Stock,4,Correct
JioMart,3.5,"Delivery was okay, tracking wasn’t great.",40,Bangalore,Pharmacy,Neutral,Medium,No,In Stock,4,Incorrect
JioMart,3.1,"Food arrived cold, packaging was damaged.",44,Chennai,Electronics,Negative,Low,Yes,Out of Stock,4,Correct
JioMart,3.8,"Items arrived, packaging was adequate.",25,Hyderabad,Essentials,Neutral,High,No,Out of Stock,4,Incorrect
Zepto,4.8,"order were perfect, arrived right on time.",23,Chennai,Essentials,Positive,Low,No,In Stock,3,Incorrect
Swiggy Instamart,4.3,"Delivery was quick, everything was great!",40,Pune,Grocery,Positive,Low,No,In Stock,3,Correct
Swiggy Instamart,1.5,"Items were incorrect, no resolution offered.",39,Hyderabad,Food,Negative,Low,No,In Stock,4,Correct
Blinkit,2.6,"Order was delayed, no updates given.",33,Jaipur,Essentials,Negative,Low,No,Out of Stock,4,Correct
Swiggy Instamart,3.6,"Service was standard, no issues but no wow factor.",20,Ahmedabad,Essentials,Neutral,High,No,Out of Stock,4,Correct
Blinkit,2.7,"Service was slow, support was unhelpful.",49,Mumbai,Food,Negative,Low,Yes,Out of Stock,2,Incorrect
JioMart,3.7,"Delivery was okay, could use better updates.",21,Pune,Electronics,Neutral,Medium,Yes,Out of Stock,4,Incorrect
Zepto,3.3,"Delivery was on time, but tracking could improve.",32,Delhi,Pharmacy,Neutral,High,No,In Stock,3,Incorrect
JioMart,1.4,"Order was incomplete, support was unhelpful.",44,Mumbai,Electronics,Negative,Medium,Yes,Out of Stock,2,Incorrect
Swiggy Instamart,2.1,"Delivery was late, food was cold.",54,Bangalore,Food,Negative,Low,No,In Stock,4,Correct
Swiggy Instamart,3.8,"Delivery was timely, but app was slow.",29,Bangalore,Pharmacy,Neutral,High,Yes,In Stock,3,Correct
Blinkit,3.6,"Service was fine, could improve tracking.",39,Lucknow,Food,Neutral,Low,Yes,In Stock,3,Correct
Zepto,3.6,"Amazing service, very professional driver.",35,Chennai,Pharmacy,Positive,High,Yes,Out of Stock,5,Correct
Blinkit,2.2,"Driver was impolite, left package in wrong spot.",34,Chennai,Essentials,Negative,Medium,Yes,Out of Stock,2,Incorrect
Zepto,4.7,"Order was flawless, will use again!",40,Jaipur,Food,Positive,High,Yes,In Stock,3,Incorrect
Blinkit,3.3,"Fast delivery, driver was courteous.",40,Jaipur,Grocery,Positive,Low,Yes,In Stock,3,Incorrect
Swiggy Instamart,3.7,"Delivery was quick, service was excellent.",22,Delhi,Pharmacy,Positive,High,No,In Stock,5,Correct
Blinkit,3.4,"Package was damaged, contents were unusable.",35,Lucknow,Pharmacy,Negative,Low,No,In Stock,3,Incorrect
Swiggy Instamart,4.8,"Fast delivery, driver was courteous.",40,Jaipur,Electronics,Positive,High,Yes,Out of Stock,3,Correct
JioMart,1.4,Missing items and no response from support.,47,Delhi,Essentials,Negative,Low,No,In Stock,3,Incorrect
Zepto,4.3,"Delivery was lightning fast, great job!",39,Bangalore,Essentials,Positive,High,No,In Stock,3,Incorrect
Blinkit,4.4,"Delivery was on time, items were correct.",40,Jaipur,Food,Positive,High,Yes,Out of Stock,4,Correct
Swiggy Instamart,4.0,"Service was average, no complaints.",31,Pune,Grocery,Neutral,Low,No,Out of Stock,4,Incorrect
Zepto,3.5,"Delivery was slightly delayed, driver was polite.",40,Delhi,Food,Neutral,Low,No,In Stock,3,Incorrect
Swiggy Instamart,4.0,"Great service, items were well-packaged.",25,Lucknow,Essentials,Positive,Low,No,In Stock,3,Correct
Zepto,3.5,"Service was acceptable, could be smoother.",33,Chennai,Essentials,Neutral,High,Yes,Out of Stock,4,Correct
Swiggy Instamart,4.3,"Delivery was quick, everything was great!",24,Lucknow,Grocery,Positive,High,Yes,In Stock,3,Correct
JioMart,3.6,"Order was fine, delivery was on time.",20,Lucknow,Electronics,Neutral,Medium,No,Out of Stock,4,Incorrect
Swiggy Instamart,1.0,"Service was slow, items were not as ordered.",32,Kolkata,Food,Negative,Low,No,Out of Stock,3,Incorrect
Zepto,1.5,"Order was wrong, customer service ignored me.",36,Kolkata,Electronics,Negative,Medium,Yes,Out of Stock,4,Correct
Swiggy Instamart,3.0,Late delivery and poor communication throughout.,53,Bangalore,Electronics,Negative,High,Yes,Out of Stock,2,Incorrect
Zepto,4.1,"Order was perfect, driver was courteous.",30,Lucknow,Grocery,Positive,High,Yes,In Stock,3,Correct
JioMart,3.7,"Order cancelled without notice, wasted my time.",51,Lucknow,Essentials,Negative,High,Yes,Out of Stock,2,Incorrect
Zepto,1.3,"Delivery was hours late, no tracking updates.",32,Mumbai,Pharmacy,Negative,High,Yes,In Stock,3,Correct
Zepto,1.6,"Order was incomplete, support was unhelpful.",53,Lucknow,Pharmacy,Negative,High,Yes,Out of Stock,4,Incorrect
Zepto,3.2,"Great experience, everything went smoothly.",37,Delhi,Electronics,Positive,Medium,No,In Stock,5,Incorrect
Swiggy Instamart,3.8,"Service was average, no complaints.",27,Lucknow,Grocery,Neutral,High,No,In Stock,4,Correct
Blinkit,3.6,"Order arrived on time, but not exceptional.",39,Jaipur,Essentials,Neutral,Medium,No,In Stock,3,Correct
JioMart,3.0,"Order was correct, app could improve.",31,Bangalore,Electronics,Neutral,Medium,No,In Stock,3,Incorrect
Blinkit,1.4,"Products out of stock, wasn’t informed earlier.",42,Kolkata,Pharmacy,Negative,Low,Yes,In Stock,4,Correct
Swiggy Instamart,2.9,"Order was incomplete, support was unhelpful.",31,Kolkata,Essentials,Negative,High,Yes,Out of Stock,1,Incorrect
Blinkit,3.4,"Customer service was unresponsive, bad experience.",53,Chennai,Electronics,Negative,Low,Yes,Out of Stock,4,Incorrect
Swiggy Instamart,4.7,"Delivery was lightning fast, great job!",31,Lucknow,Pharmacy,Positive,Low,Yes,In Stock,5,Correct
Blinkit,4.3,"Fast delivery, everything was as ordered.",24,Chennai,Grocery,Positive,Medium,No,Out of Stock,3,Incorrect
JioMart,4.5,"Great experience, everything went smoothly.",34,Kolkata,Pharmacy,Positive,Medium,Yes,In Stock,3,Incorrect
Blinkit,3.1,"Food arrived fresh, packaging was great.",25,Bangalore,Food,Positive,High,Yes,Out of Stock,5,Incorrect
Swiggy Instamart,3.0,"Professional driver, seamless delivery process.",21,Kolkata,Electronics,Positive,Medium,No,In Stock,4,Correct
Swiggy Instamart,3.6,"Order was correct, driver was professional.",32,Chennai,Grocery,Positive,Medium,Yes,In Stock,3,Incorrect
Blinkit,3.5,"Delivery was smooth, food was fresh.",31,Kolkata,Electronics,Positive,Medium,No,In Stock,5,Correct
Zepto,1.8,"Service was slow, items were not as ordered.",48,Lucknow,Food,Negative,Low,No,Out of Stock,4,Correct
Swiggy Instamart,4.2,"Delivery was fast, service was outstanding.",22,Mumbai,Grocery,Positive,Medium,No,Out of Stock,3,Incorrect
Blinkit,3.2,"Service was decent, nothing stood out.",28,Hyderabad,Pharmacy,Neutral,High,Yes,In Stock,3,Incorrect
Blinkit,3.3,"Order was fine, delivery was slightly late.",30,Ahmedabad,Food,Neutral,High,No,In Stock,4,Correct
Blinkit,3.7,"Service was average, no complaints.",35,Bangalore,Electronics,Neutral,Medium,No,Out of Stock,4,Incorrect
Blinkit,3.7,"Order was correct, driver was professional.",40,Mumbai,Food,Positive,Medium,Yes,Out of Stock,4,Incorrect
Zepto,4.0,"Delivery was okay, tracking wasn’t great.",27,Mumbai,Food,Neutral,Low,No,In Stock,4,Incorrect
Swiggy Instamart,3.5,"Order was fine, delivery was slightly late.",34,Mumbai,Essentials,Neutral,High,Yes,In Stock,4,Correct
Blinkit,3.0,"Items were incorrect, no resolution offered.",36,Ahmedabad,Food,Negative,Low,No,In Stock,4,Incorrect
JioMart,1.0,"Items were out of stock, no notice given.",44,Bangalore,Pharmacy,Negative,Low,No,Out of Stock,4,Incorrect
Swiggy Instamart,4.0,"Delivery was super fast, food was hot.",31,Ahmedabad,Food,Positive,Medium,No,In Stock,5,Incorrect
Zepto,1.7,"Items were damaged, no refund process.",44,Kolkata,Electronics,Negative,High,Yes,Out of Stock,4,Correct
JioMart,2.7,"Package left at wrong address, terrible service.",58,Mumbai,Electronics,Negative,Low,Yes,Out of Stock,3,Correct
Swiggy Instamart,2.8,"Missing items, no explanation provided.",49,Hyderabad,Grocery,Negative,High,No,In Stock,1,Incorrect
Swiggy Instamart,4.5,"Perfect experience, highly recommend!",32,Kolkata,Essentials,Positive,Low,No,In Stock,4,Incorrect
Blinkit,3.2,"Delivery was okay, but updates were slow.",31,Bangalore,Pharmacy,Neutral,Low,Yes,In Stock,4,Incorrect
Blinkit,3.1,"Package was mishandled, items broken.",32,Pune,Pharmacy,Negative,High,No,Out of Stock,4,Correct
Zepto,4.2,"Delivery was smooth, driver was friendly.",20,Bangalore,Grocery,Positive,Medium,No,Out of Stock,4,Incorrect
Swiggy Instamart,3.5,"Delivery was on time, but tracking could improve.",37,Mumbai,Pharmacy,Neutral,Low,Yes,In Stock,4,Correct
Blinkit,3.9,"delivery was decent, expected faster delivery.",34,Bangalore,Grocery,Neutral,High,No,In Stock,3,Incorrect
JioMart,3.4,"Delivery was hours late, no tracking updates.",38,Chennai,Pharmacy,Negative,Medium,Yes,Out of Stock,4,Incorrect
Zepto,2.1,"Wrong items delivered, very frustrating experience.",36,Bangalore,Essentials,Negative,High,No,Out of Stock,3,Correct
JioMart,3.1,"Service was average, no complaints.",24,Chennai,Grocery,Neutral,High,Yes,In Stock,3,Correct
Swiggy Instamart,3.1,"Service was standard, no issues but no wow factor.",34,Hyderabad,Grocery,Neutral,Medium,No,Out of Stock,3,Correct
Blinkit,3.2,"Food arrived cold, packaging was damaged.",44,Hyderabad,Pharmacy,Negative,High,No,In Stock,2,Incorrect
Blinkit,3.6,"Delivery took too long, food was lukewarm.",57,Bangalore,Electronics,Negative,Low,No,In Stock,1,Incorrect
Blinkit,3.8,"Order arrived, service was standard.",40,Hyderabad,Essentials,Neutral,Medium,No,In Stock,3,Incorrect
Swiggy Instamart,3.6,"Items were correct, experience was average.",33,Chennai,Electronics,Neutral,High,No,Out of Stock,3,Incorrect
JioMart,3.8,"Delivery was acceptable, but not great.",29,Ahmedabad,Electronics,Neutral,Medium,No,Out of Stock,3,Correct
Swiggy Instamart,1.9,"Products were missing, support didn’t respond.",48,Ahmedabad,Essentials,Negative,High,No,In Stock,2,Correct
Swiggy Instamart,4.6,"Delivery was super fast, food was hot.",39,Jaipur,Electronics,Positive,Low,Yes,Out of Stock,5,Incorrect
JioMart,3.5,"Delivery took too long, food was lukewarm.",36,Lucknow,Pharmacy,Negative,High,No,In Stock,1,Incorrect
JioMart,2.6,"Wrong items delivered, very inconvenient.",47,Lucknow,Essentials,Negative,High,Yes,Out of Stock,2,Incorrect
Blinkit,3.6,"delivery was decent, expected faster delivery.",37,Pune,Food,Neutral,Medium,No,Out of Stock,4,Incorrect
JioMart,3.2,"Service was average, no complaints.",23,Ahmedabad,Electronics,Neutral,Low,Yes,In Stock,3,Incorrect
Swiggy Instamart,3.2,"Delivery was timely, but app was slow.",25,Mumbai,Pharmacy,Neutral,High,No,Out of Stock,3,Correct
JioMart,2.2,"Package left at wrong address, terrible service.",38,Ahmedabad,Electronics,Negative,High,No,Out of Stock,3,Correct
JioMart,3.2,"Service was okay, tracking needs work.",22,Delhi,Grocery,Neutral,High,Yes,In Stock,3,Incorrect
JioMart,1.0,"Order was incomplete, support was unhelpful.",46,Bangalore,Essentials,Negative,Medium,No,In Stock,2,Incorrect
JioMart,3.2,"Service was okay, nothing special.",35,Bangalore,Electronics,Neutral,High,Yes,Out of Stock,4,Correct
Swiggy Instamart,4.7,"Great service, items were well-packaged.",21,Hyderabad,Grocery,Positive,Medium,No,In Stock,5,Correct
Swiggy Instamart,3.1,"Order was correct, service was okay.",34,Pune,Food,Neutral,Medium,No,In Stock,4,Incorrect
JioMart,3.1,"Great customer service, quick delivery.",39,Mumbai,Pharmacy,Positive,Low,No,Out of Stock,4,Correct
Zepto,3.9,"Order arrived on time, but not exceptional.",21,Ahmedabad,Essentials,Neutral,Medium,Yes,In Stock,3,Incorrect
JioMart,1.1,"Driver didn’t contact me, left order outside.",44,Mumbai,Grocery,Negative,High,Yes,Out of Stock,2,Incorrect
Blinkit,3.8,"Order was perfect, delivery was quick.",35,Bangalore,Pharmacy,Positive,Low,No,In Stock,3,Incorrect
Blinkit,3.7,"Delivery was acceptable, but not great.",38,Bangalore,Essentials,Neutral,Medium,No,In Stock,3,Correct
Blinkit,3.4,"Driver didn’t contact me, left order outside.",54,Bangalore,Pharmacy,Negative,Low,Yes,Out of Stock,4,Correct
JioMart,3.5,"Items arrived, packaging was adequate.",23,Jaipur,Pharmacy,Neutral,High,Yes,Out of Stock,3,Correct
Zepto,3.6,"Order was correct, app could improve.",20,Chennai,Essentials,Neutral,High,No,Out of Stock,4,Correct
Zepto,3.1,"prompt and reliable delivery, great service!",27,Mumbai,Electronics,Positive,High,No,Out of Stock,3,Correct
JioMart,3.6,"Items in stock, delivered on time, awesome!",31,Ahmedabad,Electronics,Positive,Medium,Yes,Out of Stock,4,Incorrect
Blinkit,3.3,"support was slow, order were not as ordered.",60,Delhi,Electronics,Negative,High,No,Out of Stock,3,Incorrect
Blinkit,4.3,"Service was great, delivery was quick.",23,Hyderabad,Electronics,Positive,Low,Yes,In Stock,5,Correct
Zepto,3.8,"Delivery was lightning fast, great job!",32,Hyderabad,Food,Positive,Low,Yes,Out of Stock,5,Correct
Zepto,2.6,Food was cold and poorly packaged.,37,Mumbai,Pharmacy,Negative,Low,Yes,Out of Stock,3,Correct
Swiggy Instamart,3.7,"Order arrived early, packaging was great.",26,Chennai,Essentials,Positive,High,Yes,In Stock,4,Incorrect
Zepto,1.3,"Service was slow, items were not as ordered.",43,Delhi,Pharmacy,Negative,Low,No,Out of Stock,1,Correct
Blinkit,3.1,"Items were perfect, arrived right on time.",38,Hyderabad,Electronics,Positive,Low,Yes,Out of Stock,5,Incorrect
Blinkit,4.0,"Service was decent, expected faster delivery.",27,Delhi,Pharmacy,Neutral,Low,Yes,Out of Stock,4,Correct
Swiggy Instamart,3.1,"Order arrived on time, but not exceptional.",24,Bangalore,Pharmacy,Neutral,Low,Yes,In Stock,3,Correct
Blinkit,3.8,"Perfect order, excellent customer service.",26,Hyderabad,Grocery,Positive,Medium,No,In Stock,4,Correct
Blinkit,4.7,"Order was correct, driver was professional.",32,Jaipur,Essentials,Positive,Low,No,Out of Stock,5,Incorrect
Zepto,4.7,"Driver was polite, order was accurate.",22,Lucknow,Electronics,Positive,High,No,Out of Stock,5,Incorrect
Zepto,3.7,"Delivery was on time, goods were correct.",29,Lucknow,Pharmacy,Positive,High,Yes,Out of Stock,3,Incorrect
JioMart,4.8,"Perfect order, excellent customer service.",25,Lucknow,Electronics,Positive,Medium,No,Out of Stock,4,Incorrect
Zepto,3.1,"Delivery was timely, but updates were slow.",23,Delhi,Grocery,Neutral,Medium,Yes,Out of Stock,4,Incorrect
Blinkit,2.5,"Order was delayed by hours, no apology given.",60,Ahmedabad,Grocery,Negative,Low,Yes,Out of Stock,1,Incorrect
JioMart,3.9,"assistance was excellent, driver was polite.",31,Mumbai,Essentials,Positive,High,No,Out of Stock,3,Incorrect
JioMart,3.5,"Wrong items delivered, very inconvenient.",43,Mumbai,Pharmacy,Negative,Medium,Yes,Out of Stock,4,Incorrect
Zepto,3.7,"Service was average, no major complaints.",32,Kolkata,Electronics,Neutral,High,Yes,In Stock,4,Incorrect
Zepto,3.7,"Items arrived, but app didn’t update.",32,Hyderabad,Food,Neutral,High,Yes,In Stock,4,Correct
Blinkit,3.1,"Delivery was fine, customer support was slow.",34,Bangalore,Grocery,Neutral,High,No,In Stock,3,Incorrect
JioMart,4.5,"swift delivery, everything was as ordered.",23,Lucknow,Pharmacy,Positive,Medium,No,Out of Stock,4,Incorrect
Blinkit,2.4,"Order cancelled without notice, wasted my time.",58,Mumbai,Electronics,Negative,Low,Yes,In Stock,3,Incorrect
Zepto,3.2,"Service was average, no major complaints.",37,Chennai,Food,Neutral,Medium,No,In Stock,4,Incorrect
Zepto,3.3,"order arrived, packaging was adequate.",27,Kolkata,Electronics,Neutral,Medium,Yes,Out of Stock,3,Correct
JioMart,1.8,"Driver was rude, delivery was delayed.",34,Lucknow,Essentials,Negative,Medium,No,Out of Stock,1,Correct
Zepto,3.1,Missing items and no response from support.,54,Ahmedabad,Electronics,Negative,High,No,In Stock,4,Incorrect
Zepto,3.0,"Order arrived, tracking could be improved.",34,Lucknow,Food,Neutral,High,Yes,In Stock,4,Incorrect
Blinkit,2.8,"Items were out of stock, no prior warning.",55,Lucknow,Food,Negative,Low,No,In Stock,3,Incorrect
Swiggy Instamart,3.6,"Package left at wrong address, terrible service.",39,Bangalore,Grocery,Negative,High,No,Out of Stock,1,Correct
Blinkit,3.3,"Items delivered, one product was substituted.",27,Lucknow,Pharmacy,Neutral,High,Yes,In Stock,3,Incorrect
Swiggy Instamart,4.4,"Items were perfect, arrived right on time.",31,Chennai,Essentials,Positive,Low,No,Out of Stock,4,Correct
JioMart,2.8,"Driver was rude, delivery was delayed.",51,Mumbai,Essentials,Negative,High,No,In Stock,3,Correct
Zepto,2.7,"Delivery was late, and the app didn’t update.",57,Kolkata,Pharmacy,Negative,Low,Yes,Out of Stock,2,Incorrect
JioMart,3.8,"Products out of stock, wasn’t informed earlier.",51,Chennai,Pharmacy,Negative,Medium,Yes,In Stock,2,Correct
Swiggy Instamart,3.7,"Service was average, expected more.",23,Jaipur,Pharmacy,Neutral,High,Yes,In Stock,3,Correct
Blinkit,3.1,"Food arrived cold, packaging was damaged.",60,Ahmedabad,Essentials,Negative,High,Yes,Out of Stock,2,Incorrect
Swiggy Instamart,4.0,"Food arrived fresh, packaging was great.",34,Ahmedabad,Electronics,Positive,Low,Yes,In Stock,3,Incorrect
Blinkit,3.6,"Order was accurate, arrived early.",27,Chennai,Pharmacy,Positive,High,No,Out of Stock,3,Incorrect
Swiggy Instamart,3.6,"Order arrived fine, items were as expected.",21,Lucknow,Grocery,Neutral,High,Yes,Out of Stock,4,Incorrect
Zepto,3.9,"Items arrived in great condition, on time.",35,Delhi,Pharmacy,Positive,High,Yes,Out of Stock,4,Correct
Swiggy Instamart,3.2,"Items were delivered, no major problems.",34,Lucknow,Pharmacy,Neutral,High,Yes,In Stock,4,Incorrect
Zepto,3.0,"Customer service was unresponsive, bad experience.",42,Jaipur,Electronics,Negative,Low,Yes,In Stock,3,Correct
Swiggy Instamart,3.4,"Order was correct, app didn’t update properly.",27,Chennai,Food,Neutral,Medium,Yes,Out of Stock,4,Correct
Zepto,3.2,"Order arrived early, packaging was great.",35,Hyderabad,Essentials,Positive,Medium,No,Out of Stock,4,Correct
JioMart,4.7,"Items arrived in great condition, on time.",34,Kolkata,Electronics,Positive,Medium,No,Out of Stock,3,Correct
Blinkit,3.2,"Items in stock, delivered on time, awesome!",29,Kolkata,Essentials,Positive,Medium,Yes,In Stock,5,Correct
Blinkit,3.8,"Items were delivered, minor delay occurred.",24,Hyderabad,Pharmacy,Neutral,Low,Yes,In Stock,3,Correct
Zepto,3.2,"Fantastic experience, everything spot on!",36,Jaipur,Pharmacy,Positive,High,Yes,In Stock,5,Incorrect
Swiggy Instamart,1.1,"Order cancelled without notice, wasted my time.",54,Hyderabad,Grocery,Negative,Low,Yes,Out of Stock,2,Correct
Zepto,3.5,"order were well-packaged, arrived on time.",28,Mumbai,Pharmacy,Positive,Medium,Yes,In Stock,3,Incorrect
Swiggy Instamart,5.0,"Fantastic experience, everything spot on!",26,Jaipur,Grocery,Positive,High,No,Out of Stock,3,Correct
JioMart,3.6,"Order arrived on time, but not exceptional.",28,Kolkata,Pharmacy,Neutral,Medium,Yes,Out of Stock,3,Correct
JioMart,4.6,"Service was great, delivery was quick.",25,Lucknow,Grocery,Positive,Low,No,In Stock,5,Incorrect
JioMart,2.4,Missing items and no response from support.,44,Lucknow,Essentials,Negative,Medium,No,In Stock,3,Correct
Zepto,3.3,"Delivery was okay, but updates were slow.",24,Jaipur,Electronics,Neutral,High,Yes,Out of Stock,4,Correct
Blinkit,3.1,"Delivery was lightning fast, great job!",36,Delhi,Food,Positive,Low,No,In Stock,3,Correct
JioMart,3.5,"Perfect service, no issues, highly recommend.",32,Lucknow,Essentials,Positive,Low,No,In Stock,3,Incorrect
JioMart,2.1,"Took forever to deliver, no updates provided.",50,Jaipur,Food,Negative,Low,No,Out of Stock,1,Incorrect
Swiggy Instamart,1.9,"Items were damaged, no refund process.",33,Ahmedabad,Electronics,Negative,Medium,No,In Stock,4,Correct
JioMart,3.5,"Order was correct, driver was professional.",37,Jaipur,Essentials,Positive,High,Yes,In Stock,5,Incorrect
Swiggy Instamart,3.8,"Order was delayed by hours, no apology given.",54,Jaipur,Food,Negative,Medium,Yes,In Stock,3,Correct
JioMart,4.0,"Driver was professional, items were perfect.",38,Mumbai,Pharmacy,Positive,Medium,Yes,In Stock,3,Incorrect
Zepto,1.5,"Food spilled in the bag, completely unacceptable.",54,Chennai,Grocery,Negative,High,No,In Stock,3,Correct
Zepto,4.0,"support was okay, nothing special.",31,Bangalore,Essentials,Neutral,High,Yes,Out of Stock,4,Incorrect
Swiggy Instamart,3.7,"Order was fine, but driver seemed rushed.",34,Jaipur,Grocery,Neutral,High,Yes,In Stock,3,Incorrect
Zepto,1.8,"Driver didn’t follow instructions, order was wrong.",53,Bangalore,Grocery,Negative,Medium,Yes,Out of Stock,3,Correct
JioMart,1.8,Food was cold and poorly packaged.,51,Pune,Pharmacy,Negative,High,No,In Stock,4,Correct
Zepto,3.4,"Delivery was timely, but communication lacked.",28,Hyderabad,Essentials,Neutral,High,No,Out of Stock,4,Incorrect
Zepto,2.0,"Driver was impolite, left package in wrong spot.",49,Hyderabad,Electronics,Negative,High,Yes,Out of Stock,3,Correct
Zepto,3.5,"Order was correct, service was okay.",31,Bangalore,Essentials,Neutral,Low,No,Out of Stock,3,Incorrect
Zepto,3.1,"Delivery was fast, service was outstanding.",26,Lucknow,Essentials,Positive,Low,Yes,Out of Stock,4,Incorrect
JioMart,3.7,"Order arrived, tracking could be improved.",40,Chennai,Food,Neutral,Medium,No,In Stock,4,Incorrect
Blinkit,3.9,"Order was spot on, arrived on time.",26,Pune,Food,Positive,Medium,Yes,In Stock,3,Incorrect
